,body,head_wear,accessories,tail,teeth
2817,Red_body,Backwards_hat,Goggles,Fanned_Tail,none
2818,Yellow_body,Top_hat,Little_fish,Propeller_Tail,Shark_Teeth
2819,Orange_body,Backwards_hat,none,Curved_Tail,Gold_grill
2820,Green_body,Backwards_hat,none,Fanned_Tail,Buck_Tooth
2821,Alien_body,Backwards_hat,none,Curved_Tail,Gold_grill
2822,Blue_body,Beanie,Earring,Heart_Tail,none
2823,Yellow_body,Fin,Wings,Flower_tail,none
2824,Robot_body,Beanie,Balloon,Dragon_Tail,Shark_Teeth
2825,Green_body,Top_hat,Goggles,Pointy_Tail,Buck_Tooth
2826,Black_body,Backwards_hat,Goggles,Fanned_Tail,Braces
2827,Yellow_body,Beanie,Balloon,Curved_Tail,Buck_Tooth
2828,Blue_body,Backwards_hat,Moustache,Jet_Tail,Buck_Tooth
2829,Blue_body,Backwards_hat,Moustache,Fanned_Tail,none
2830,Rainbow_body,Fin,Goggles,Pointy_Tail,Shark_Teeth
2831,Yellow_body,Afro,none,Fanned_Tail,Human_Teeth
2832,Red_body,Backwards_hat,Earring,Pointy_Tail,Buck_Tooth
2833,Robot_body,Fin,Balloon,Heart_Tail,Human_Teeth
2834,Yellow_body,Beanie,Little_fish,Heart_Tail,Buck_Tooth
2835,Yellow_body,none,Moustache,Dragon_Tail,Shark_Teeth
2836,Green_body,Spinner_hat,Balloon,Fanned_Tail,Braces
2837,Robot_body,none,Earring,Jet_Tail,none
2838,Trippy_body,Backwards_hat,none,Fanned_Tail,Braces
2839,Green_body,none,Moustache,Heart_Tail,Braces
2840,Rainbow_body,Umbrella_hat,Moustache,Heart_Tail,Buck_Tooth
2841,Orange_body,none,Earring,Curved_Tail,none
2842,Red_body,Backwards_hat,none,Dragon_Tail,Shark_Teeth
2843,Blue_body,Beanie,Balloon,Jet_Tail,Buck_Tooth
2844,Alien_body,Umbrella_hat,Cigar,Heart_Tail,Human_Teeth
2845,Red_body,none,none,Pointy_Tail,Braces
2846,Orange_body,Afro,Wings,Curved_Tail,Braces
2847,Yellow_body,Afro,Earring,Curved_Tail,Gold_grill
2848,Blue_body,Backwards_hat,Earring,Heart_Tail,Braces
2849,Green_body,Fin,Moustache,Dragon_Tail,Braces
2850,Red_body,Horns,none,Curved_Tail,Buck_Tooth
2851,Orange_body,none,none,Flower_tail,Gold_grill
2852,Orange_body,Horns,Wings,Fanned_Tail,Buck_Tooth
2853,Scaled_ body,Fin,none,Curved_Tail,Human_Teeth
2854,Green_body,Beanie,Balloon,Curved_Tail,Buck_Tooth
2855,Yellow_body,none,Balloon,Flower_tail,none
2856,Orange_body,Fin,Balloon,Pointy_Tail,Buck_Tooth
2857,Orange_body,Horns,Balloon,Flower_tail,none
2858,Robot_body,Beanie,Goggles,Fanned_Tail,Braces
2859,Orange_body,Horns,Cigar,Fanned_Tail,Buck_Tooth
2860,Scaled_ body,none,none,Jet_Tail,Buck_Tooth
2861,Scaled_ body,none,Earring,Jet_Tail,Braces
2862,Red_body,Spinner_hat,Wings,Heart_Tail,none
2863,Blue_body,Beanie,Wings,Pointy_Tail,none
2864,Yellow_body,Spinner_hat,Balloon,Curved_Tail,none
2865,Orange_body,Horns,Cigar,Fanned_Tail,Braces
2866,Red_body,Afro,Moustache,Fanned_Tail,Buck_Tooth
2867,Red_body,Spinner_hat,Earring,Curved_Tail,Shark_Teeth
2868,Green_body,none,none,Pointy_Tail,Braces
2869,Green_body,Backwards_hat,none,Dragon_Tail,Shark_Teeth
2870,Orange_body,none,Balloon,Fanned_Tail,Braces
2871,Blue_body,none,Goggles,Curved_Tail,none
2872,Yellow_body,Fin,Wings,Curved_Tail,Buck_Tooth
2873,Scaled_ body,none,Wings,Jet_Tail,Human_Teeth
2874,Green_body,Afro,Moustache,Heart_Tail,Gold_grill
2875,Blue_body,none,none,Heart_Tail,Braces
2876,Green_body,Spinner_hat,Goggles,Heart_Tail,Gold_grill
2877,Green_body,Afro,Goggles,Curved_Tail,Buck_Tooth
2878,Trippy_body,Backwards_hat,Balloon,Pointy_Tail,none
2879,Yellow_body,Spinner_hat,none,Fanned_Tail,none
2880,Green_body,Backwards_hat,Cigar,Dragon_Tail,Braces
2881,Green_body,Beanie,Little_fish,Pointy_Tail,none
2882,Yellow_body,none,Moustache,Pointy_Tail,Buck_Tooth
2883,Red_body,Beanie,Earring,Pointy_Tail,Buck_Tooth
2884,Blue_body,none,Little_fish,Curved_Tail,Buck_Tooth
2885,Red_body,none,Moustache,Heart_Tail,Shark_Teeth
2886,Red_body,Afro,Little_fish,Pointy_Tail,none
2887,Yellow_body,Backwards_hat,Earring,Fanned_Tail,Human_Teeth
2888,Green_body,Backwards_hat,Goggles,Pointy_Tail,Shark_Teeth
2889,Green_body,Backwards_hat,Goggles,Pointy_Tail,Human_Teeth
2890,Scaled_ body,Beanie,Goggles,Flower_tail,none
2891,Green_body,Backwards_hat,Balloon,Propeller_Tail,Shark_Teeth
2892,Yellow_body,Beanie,Cigar,Flower_tail,none
2893,Blue_body,none,Moustache,Fanned_Tail,none
2894,Scaled_ body,Backwards_hat,Balloon,Pointy_Tail,none
2895,Scaled_ body,none,none,Flower_tail,Buck_Tooth
2896,Green_body,none,none,Fanned_Tail,Human_Teeth
2897,Red_body,Backwards_hat,Wings,Curved_Tail,Buck_Tooth
2898,Green_body,Beanie,Balloon,Pointy_Tail,none
2899,Yellow_body,Top_hat,Cigar,Pointy_Tail,none
2900,Black_body,none,Earring,Heart_Tail,Braces
2901,Black_body,Backwards_hat,Balloon,Fanned_Tail,Buck_Tooth
2902,Scaled_ body,Backwards_hat,none,Jet_Tail,Braces
2903,Yellow_body,Spinner_hat,none,Propeller_Tail,Human_Teeth
2904,Yellow_body,Backwards_hat,Goggles,Flower_tail,Buck_Tooth
2905,Black_body,none,none,Heart_Tail,none
2906,Robot_body,Backwards_hat,Goggles,Flower_tail,Buck_Tooth
2907,Alien_body,Umbrella_hat,Wings,Dragon_Tail,none
2908,Trippy_body,Beanie,none,Fanned_Tail,Braces
2909,Scaled_ body,none,Moustache,Pointy_Tail,Buck_Tooth
2910,Trippy_body,Umbrella_hat,Cigar,Curved_Tail,Shark_Teeth
2911,Blue_body,Backwards_hat,Moustache,Fanned_Tail,Gold_grill
2912,Orange_body,Umbrella_hat,none,Heart_Tail,Buck_Tooth
2913,Yellow_body,none,Earring,Curved_Tail,Braces
2914,Green_body,none,none,Heart_Tail,Buck_Tooth
2915,Orange_body,none,Moustache,Fanned_Tail,Buck_Tooth
2916,Scaled_ body,Beanie,Cigar,Heart_Tail,Buck_Tooth
2917,Alien_body,Backwards_hat,Cigar,Curved_Tail,Human_Teeth
2918,Green_body,none,Moustache,Flower_tail,none
2919,Rainbow_body,Horns,Wings,Pointy_Tail,Shark_Teeth
2920,Green_body,Fin,none,Curved_Tail,Shark_Teeth
2921,Scaled_ body,Horns,none,Fanned_Tail,none
2922,Yellow_body,Horns,Cigar,Pointy_Tail,Shark_Teeth
2923,Yellow_body,none,Earring,Heart_Tail,Buck_Tooth
2924,Rainbow_body,none,Balloon,Pointy_Tail,none
2925,Robot_body,none,none,Pointy_Tail,Shark_Teeth
2926,Rainbow_body,none,Wings,Flower_tail,Gold_grill
2927,Robot_body,Backwards_hat,Earring,Flower_tail,Buck_Tooth
2928,Green_body,Horns,none,Flower_tail,Shark_Teeth
2929,Orange_body,Umbrella_hat,none,Pointy_Tail,none
2930,Red_body,Fin,Moustache,Curved_Tail,none
2931,Blue_body,Backwards_hat,Goggles,Fanned_Tail,Shark_Teeth
2932,Rainbow_body,Backwards_hat,Earring,Pointy_Tail,Buck_Tooth
2933,Blue_body,none,Earring,Pointy_Tail,Human_Teeth
2934,Rainbow_body,Spinner_hat,none,Pointy_Tail,Shark_Teeth
2935,Yellow_body,none,Earring,Jet_Tail,Shark_Teeth
2936,Yellow_body,Top_hat,Cigar,Heart_Tail,Human_Teeth
2937,Red_body,none,Cigar,Heart_Tail,Shark_Teeth
2938,Red_body,Spinner_hat,none,Jet_Tail,Buck_Tooth
2939,Green_body,Backwards_hat,Wings,Dragon_Tail,Buck_Tooth
2940,Blue_body,Umbrella_hat,none,Fanned_Tail,none
2941,Scaled_ body,Afro,none,Fanned_Tail,Buck_Tooth
2942,Alien_body,none,Goggles,Fanned_Tail,Human_Teeth
2943,Orange_body,Spinner_hat,Moustache,Curved_Tail,Gold_grill
2944,Yellow_body,Beanie,Earring,Jet_Tail,Human_Teeth
2945,Red_body,none,none,Fanned_Tail,Gold_grill
2946,Robot_body,Beanie,Balloon,Pointy_Tail,none
2947,Yellow_body,Beanie,Balloon,Pointy_Tail,Buck_Tooth
2948,Red_body,none,Goggles,Jet_Tail,Buck_Tooth
2949,Orange_body,Beanie,none,Curved_Tail,Shark_Teeth
2950,Yellow_body,Backwards_hat,none,Propeller_Tail,Gold_grill
2951,Yellow_body,Spinner_hat,Goggles,Heart_Tail,none
2952,Black_body,none,none,Pointy_Tail,Gold_grill
2953,Red_body,Fin,Little_fish,Heart_Tail,Shark_Teeth
2954,Red_body,none,Goggles,Fanned_Tail,Shark_Teeth
2955,Scaled_ body,Fin,Balloon,Curved_Tail,Shark_Teeth
2956,Green_body,Beanie,Earring,Heart_Tail,Human_Teeth
2957,Trippy_body,Backwards_hat,Cigar,Curved_Tail,Braces
2958,Yellow_body,Horns,Cigar,Heart_Tail,none
2959,Blue_body,Afro,Cigar,Fanned_Tail,Shark_Teeth
2960,Robot_body,Backwards_hat,Earring,Heart_Tail,Buck_Tooth
2961,Blue_body,none,Earring,Pointy_Tail,Braces
2962,Blue_body,Beanie,Balloon,Fanned_Tail,none
2963,Blue_body,none,Balloon,Heart_Tail,none
2964,Green_body,Beanie,Cigar,Fanned_Tail,none
2965,Rainbow_body,Spinner_hat,Earring,Propeller_Tail,Braces
2966,Blue_body,none,Earring,Flower_tail,none
2967,Trippy_body,none,Goggles,Fanned_Tail,Buck_Tooth
2968,Trippy_body,Backwards_hat,Little_fish,Heart_Tail,Braces
2969,Green_body,Backwards_hat,Wings,Dragon_Tail,Gold_grill
2970,Black_body,Backwards_hat,Cigar,Heart_Tail,Human_Teeth
2971,Red_body,Fin,Cigar,Flower_tail,none
2972,Gold_body,Beanie,Goggles,Propeller_Tail,Shark_Teeth
2973,Alien_body,Afro,none,Curved_Tail,Buck_Tooth
2974,Green_body,Beanie,none,Heart_Tail,Human_Teeth
2975,Green_body,Top_hat,Goggles,Pointy_Tail,Gold_grill
2976,Red_body,Top_hat,Cigar,Heart_Tail,Human_Teeth
2977,Red_body,Spinner_hat,none,Pointy_Tail,Buck_Tooth
2978,Robot_body,none,Earring,Pointy_Tail,Buck_Tooth
2979,Black_body,Umbrella_hat,none,Fanned_Tail,Gold_grill
2980,Scaled_ body,Spinner_hat,Wings,Heart_Tail,Buck_Tooth
2981,Rainbow_body,Top_hat,none,Curved_Tail,Buck_Tooth
2982,Red_body,Fin,none,Pointy_Tail,Braces
2983,Yellow_body,Backwards_hat,Moustache,Jet_Tail,Buck_Tooth
2984,Blue_body,none,Cigar,Curved_Tail,none
2985,Blue_body,Fin,Wings,Fanned_Tail,none
2986,Rainbow_body,none,none,Heart_Tail,Buck_Tooth
2987,Black_body,Backwards_hat,Earring,Pointy_Tail,Braces
2988,Scaled_ body,Horns,none,Flower_tail,none
2989,Orange_body,Beanie,Wings,Pointy_Tail,Buck_Tooth
2990,Rainbow_body,Backwards_hat,none,Pointy_Tail,none
2991,Yellow_body,none,Goggles,Heart_Tail,none
2992,Green_body,Beanie,Goggles,Pointy_Tail,none
2993,Yellow_body,Beanie,Earring,Curved_Tail,none
2994,Rainbow_body,Top_hat,none,Jet_Tail,none
2995,Blue_body,Horns,none,Heart_Tail,Human_Teeth
2996,Green_body,Spinner_hat,none,Jet_Tail,none
2997,Robot_body,Spinner_hat,none,Fanned_Tail,Buck_Tooth
2998,Red_body,Spinner_hat,none,Flower_tail,Buck_Tooth
2999,Scaled_ body,Beanie,Moustache,Curved_Tail,Buck_Tooth
3000,Gold_body,none,Moustache,Pointy_Tail,Gold_grill
3001,Red_body,none,Cigar,Dragon_Tail,Human_Teeth
3002,Green_body,Beanie,Goggles,Heart_Tail,Braces
3003,Alien_body,Spinner_hat,Goggles,Fanned_Tail,none
3004,Yellow_body,none,Earring,Pointy_Tail,Braces
3005,Green_body,Horns,none,Dragon_Tail,none
3006,Black_body,Afro,none,Curved_Tail,Buck_Tooth
3007,Green_body,Beanie,Balloon,Pointy_Tail,Braces
3008,Yellow_body,Fin,Balloon,Flower_tail,Buck_Tooth
3009,Yellow_body,Fin,Cigar,Dragon_Tail,none
3010,Green_body,none,Balloon,Pointy_Tail,Human_Teeth
3011,Rainbow_body,Top_hat,none,Fanned_Tail,none
3012,Blue_body,Horns,Moustache,Heart_Tail,none
3013,Red_body,Backwards_hat,none,Dragon_Tail,Buck_Tooth
3014,Blue_body,Beanie,Balloon,Curved_Tail,Shark_Teeth
3015,Blue_body,Backwards_hat,none,Flower_tail,Shark_Teeth
3016,Rainbow_body,none,Cigar,Propeller_Tail,Buck_Tooth
3017,Trippy_body,none,none,Fanned_Tail,Shark_Teeth
3018,Scaled_ body,Fin,Moustache,Fanned_Tail,Buck_Tooth
3019,Trippy_body,Horns,none,Dragon_Tail,none
3020,Green_body,Beanie,Wings,Heart_Tail,none
3021,Green_body,Backwards_hat,none,Propeller_Tail,Human_Teeth
3022,Orange_body,Umbrella_hat,none,Curved_Tail,Shark_Teeth
3023,Blue_body,none,Earring,Propeller_Tail,Buck_Tooth
3024,Red_body,Afro,Little_fish,Dragon_Tail,Buck_Tooth
3025,Alien_body,Backwards_hat,Wings,Heart_Tail,Braces
3026,Red_body,Spinner_hat,Moustache,Propeller_Tail,Braces
3027,Red_body,Afro,Balloon,Fanned_Tail,Buck_Tooth
3028,Rainbow_body,Umbrella_hat,Moustache,Pointy_Tail,Buck_Tooth
3029,Orange_body,Beanie,none,Pointy_Tail,Braces
3030,Red_body,Horns,none,Pointy_Tail,none
3031,Green_body,Horns,Moustache,Fanned_Tail,Gold_grill
3032,Yellow_body,Horns,Moustache,Curved_Tail,Gold_grill
3033,Alien_body,none,Earring,Heart_Tail,Human_Teeth
3034,Orange_body,Umbrella_hat,none,Curved_Tail,Braces
3035,Rainbow_body,Backwards_hat,none,Pointy_Tail,Buck_Tooth
3036,Yellow_body,Horns,Goggles,Dragon_Tail,Human_Teeth
3037,Green_body,Backwards_hat,Little_fish,Heart_Tail,Gold_grill
3038,Green_body,none,Little_fish,Flower_tail,Shark_Teeth
3039,Yellow_body,none,none,Fanned_Tail,Human_Teeth
3040,Black_body,none,Cigar,Fanned_Tail,Shark_Teeth
3041,Blue_body,Spinner_hat,Balloon,Curved_Tail,Braces
3042,Blue_body,Afro,Balloon,Fanned_Tail,Braces
3043,Trippy_body,Fin,Earring,Pointy_Tail,none
3044,Scaled_ body,Backwards_hat,none,Heart_Tail,none
3045,Yellow_body,Backwards_hat,Balloon,Fanned_Tail,Braces
3046,Yellow_body,Afro,none,Curved_Tail,Human_Teeth
3047,Blue_body,Horns,none,Heart_Tail,none
3048,Blue_body,Beanie,Earring,Jet_Tail,none
3049,Black_body,Beanie,none,Curved_Tail,Shark_Teeth
3050,Blue_body,Beanie,Goggles,Pointy_Tail,Buck_Tooth
3051,Orange_body,Afro,Goggles,Fanned_Tail,Buck_Tooth
3052,Green_body,none,Earring,Propeller_Tail,Buck_Tooth
3053,Green_body,none,Moustache,Fanned_Tail,Buck_Tooth
3054,Yellow_body,Fin,Balloon,Jet_Tail,Buck_Tooth
3055,Red_body,Backwards_hat,Moustache,Pointy_Tail,none
3056,Yellow_body,Horns,Balloon,Curved_Tail,Buck_Tooth
3057,Green_body,Backwards_hat,Goggles,Pointy_Tail,none
3058,Yellow_body,Fin,Moustache,Fanned_Tail,Buck_Tooth
3059,Scaled_ body,Umbrella_hat,none,Heart_Tail,Shark_Teeth
3060,Yellow_body,Backwards_hat,Moustache,Propeller_Tail,Human_Teeth
3061,Yellow_body,Spinner_hat,Cigar,Pointy_Tail,Human_Teeth
3062,Alien_body,Afro,none,Pointy_Tail,Shark_Teeth
3063,Orange_body,Backwards_hat,none,Jet_Tail,Shark_Teeth
3064,Red_body,Horns,Cigar,Pointy_Tail,Shark_Teeth
3065,Red_body,Beanie,Goggles,Fanned_Tail,none
3066,Blue_body,Top_hat,Earring,Curved_Tail,none
3067,Yellow_body,Spinner_hat,Balloon,Curved_Tail,Human_Teeth
3068,Red_body,Beanie,Moustache,Pointy_Tail,Shark_Teeth
3069,Red_body,Spinner_hat,Cigar,Pointy_Tail,none
3070,Trippy_body,none,Wings,Flower_tail,Buck_Tooth
3071,Orange_body,none,Moustache,Pointy_Tail,none
3072,Green_body,Umbrella_hat,none,Heart_Tail,none
3073,Red_body,Spinner_hat,Wings,Pointy_Tail,none
3074,Orange_body,Beanie,Cigar,Heart_Tail,Braces
3075,Blue_body,none,none,Fanned_Tail,Human_Teeth
3076,Yellow_body,none,none,Jet_Tail,Buck_Tooth
3077,Scaled_ body,Spinner_hat,none,Curved_Tail,Braces
3078,Trippy_body,Backwards_hat,none,Fanned_Tail,Human_Teeth
3079,Rainbow_body,Spinner_hat,none,Curved_Tail,Braces
3080,Orange_body,Afro,none,Propeller_Tail,none
3081,Green_body,Horns,none,Pointy_Tail,none
3082,Red_body,Horns,Cigar,Curved_Tail,Buck_Tooth
3083,Trippy_body,none,Earring,Heart_Tail,none
3084,Red_body,Umbrella_hat,Balloon,Propeller_Tail,Shark_Teeth
3085,Robot_body,Umbrella_hat,Wings,Fanned_Tail,Shark_Teeth
3086,Blue_body,Afro,none,Heart_Tail,none
3087,Green_body,none,Little_fish,Pointy_Tail,Buck_Tooth
3088,Yellow_body,Afro,Balloon,Pointy_Tail,Buck_Tooth
3089,Orange_body,none,none,Heart_Tail,Buck_Tooth
3090,Green_body,none,Earring,Curved_Tail,Human_Teeth
3091,Green_body,Beanie,Balloon,Curved_Tail,Shark_Teeth
3092,Blue_body,none,Goggles,Dragon_Tail,none
3093,Blue_body,Spinner_hat,none,Curved_Tail,Gold_grill
3094,Green_body,Umbrella_hat,none,Curved_Tail,Human_Teeth
3095,Trippy_body,Beanie,none,Heart_Tail,Gold_grill
3096,Green_body,Fin,Balloon,Flower_tail,none
3097,Rainbow_body,Afro,none,Pointy_Tail,Gold_grill
3098,Orange_body,Beanie,Moustache,Pointy_Tail,Buck_Tooth
3099,Blue_body,Beanie,Earring,Pointy_Tail,none
3100,Rainbow_body,Afro,Wings,Curved_Tail,Braces
3101,Red_body,Afro,none,Heart_Tail,Shark_Teeth
3102,Robot_body,Afro,none,Curved_Tail,Shark_Teeth
3103,Red_body,Umbrella_hat,Moustache,Curved_Tail,Human_Teeth
3104,Blue_body,Spinner_hat,Earring,Pointy_Tail,Human_Teeth
3105,Red_body,Umbrella_hat,Moustache,Pointy_Tail,none
3106,Blue_body,Backwards_hat,Wings,Flower_tail,none
3107,Scaled_ body,none,Moustache,Curved_Tail,Shark_Teeth
3108,Scaled_ body,Spinner_hat,Goggles,Propeller_Tail,Buck_Tooth
3109,Red_body,Beanie,Earring,Fanned_Tail,Braces
3110,Blue_body,Beanie,none,Flower_tail,none
3111,Yellow_body,Beanie,none,Pointy_Tail,Human_Teeth
3112,Black_body,none,Earring,Pointy_Tail,none
3113,Yellow_body,Beanie,Moustache,Pointy_Tail,Braces
3114,Scaled_ body,none,none,Pointy_Tail,Buck_Tooth
3115,Blue_body,Backwards_hat,none,Jet_Tail,Buck_Tooth
3116,Green_body,none,Wings,Flower_tail,Human_Teeth
3117,Yellow_body,Backwards_hat,none,Flower_tail,none
3118,Robot_body,Afro,Cigar,Jet_Tail,none
3119,Yellow_body,Fin,none,Fanned_Tail,Buck_Tooth
3120,Blue_body,none,Cigar,Propeller_Tail,Human_Teeth
3121,Red_body,Fin,Cigar,Flower_tail,Buck_Tooth
3122,Red_body,Backwards_hat,Goggles,Jet_Tail,Buck_Tooth
3123,Scaled_ body,none,Earring,Heart_Tail,Shark_Teeth
3124,Yellow_body,Backwards_hat,none,Jet_Tail,Shark_Teeth
3125,Scaled_ body,Beanie,Wings,Dragon_Tail,none
3126,Blue_body,Horns,Cigar,Pointy_Tail,Shark_Teeth
3127,Green_body,Fin,none,Fanned_Tail,Human_Teeth
3128,Red_body,Horns,Moustache,Fanned_Tail,Shark_Teeth
3129,Yellow_body,Afro,Earring,Heart_Tail,Buck_Tooth
3130,Rainbow_body,Fin,Balloon,Pointy_Tail,none
3131,Yellow_body,none,none,Heart_Tail,Human_Teeth
3132,Scaled_ body,Afro,none,Curved_Tail,none
3133,Green_body,Umbrella_hat,Goggles,Propeller_Tail,Shark_Teeth
3134,Yellow_body,Beanie,Balloon,Heart_Tail,Buck_Tooth
3135,Yellow_body,Backwards_hat,Moustache,Pointy_Tail,Buck_Tooth
3136,Yellow_body,Horns,Moustache,Dragon_Tail,Shark_Teeth
3137,Blue_body,Beanie,Moustache,Flower_tail,Buck_Tooth
3138,Yellow_body,Afro,Moustache,Heart_Tail,none
3139,Red_body,none,Balloon,Curved_Tail,Human_Teeth
3140,Scaled_ body,Backwards_hat,Earring,Curved_Tail,none
3141,Orange_body,Backwards_hat,Cigar,Jet_Tail,Buck_Tooth
3142,Gold_body,Spinner_hat,Earring,Heart_Tail,Buck_Tooth
3143,Yellow_body,Backwards_hat,Moustache,Flower_tail,Gold_grill
3144,Red_body,none,Little_fish,Heart_Tail,none
3145,Scaled_ body,none,none,Propeller_Tail,Braces
3146,Red_body,Spinner_hat,Earring,Flower_tail,Braces
3147,Blue_body,Backwards_hat,Balloon,Pointy_Tail,Buck_Tooth
3148,Green_body,Backwards_hat,none,Curved_Tail,Shark_Teeth
3149,Rainbow_body,Beanie,Goggles,Jet_Tail,Buck_Tooth
3150,Black_body,Beanie,Cigar,Heart_Tail,Buck_Tooth
3151,Green_body,Umbrella_hat,none,Fanned_Tail,none
3152,Trippy_body,Fin,none,Jet_Tail,Shark_Teeth
3153,Yellow_body,Umbrella_hat,none,Dragon_Tail,Shark_Teeth
3154,Green_body,none,Wings,Pointy_Tail,Buck_Tooth
3155,Yellow_body,Beanie,none,Heart_Tail,Shark_Teeth
3156,Robot_body,Beanie,none,Fanned_Tail,Human_Teeth
3157,Robot_body,Backwards_hat,none,Pointy_Tail,Braces
3158,Red_body,Beanie,none,Heart_Tail,Braces
3159,Green_body,Umbrella_hat,Wings,Fanned_Tail,Buck_Tooth
3160,Yellow_body,none,Wings,Dragon_Tail,Shark_Teeth
3161,Green_body,Beanie,none,Flower_tail,Shark_Teeth
3162,Green_body,Beanie,none,Flower_tail,Braces
3163,Blue_body,Backwards_hat,Cigar,Pointy_Tail,none
3164,Green_body,Backwards_hat,none,Curved_Tail,Human_Teeth
3165,Scaled_ body,Backwards_hat,Goggles,Pointy_Tail,Human_Teeth
3166,Green_body,Fin,none,Curved_Tail,Human_Teeth
3167,Blue_body,Fin,Goggles,Heart_Tail,Buck_Tooth
3168,Rainbow_body,Fin,Earring,Curved_Tail,Shark_Teeth
3169,Scaled_ body,Beanie,Wings,Pointy_Tail,Shark_Teeth
3170,Scaled_ body,Beanie,Earring,Flower_tail,none
3171,Blue_body,Backwards_hat,Balloon,Curved_Tail,Gold_grill
3172,Scaled_ body,Afro,none,Propeller_Tail,Human_Teeth
3173,Blue_body,Afro,Goggles,Curved_Tail,Shark_Teeth
3174,Robot_body,Horns,none,Jet_Tail,Braces
3175,Black_body,Umbrella_hat,Moustache,Flower_tail,Shark_Teeth
3176,Green_body,Fin,none,Pointy_Tail,Human_Teeth
3177,Blue_body,none,none,Curved_Tail,Human_Teeth
3178,Scaled_ body,none,Wings,Pointy_Tail,Shark_Teeth
3179,Green_body,Umbrella_hat,none,Propeller_Tail,Braces
3180,Scaled_ body,none,Balloon,Curved_Tail,none
3181,Trippy_body,none,none,Flower_tail,none
3182,Scaled_ body,Backwards_hat,Balloon,Curved_Tail,Human_Teeth
3183,Scaled_ body,none,Cigar,Pointy_Tail,none
3184,Orange_body,Beanie,Balloon,Flower_tail,Braces
3185,Green_body,Spinner_hat,Wings,Curved_Tail,none
3186,Blue_body,none,Moustache,Curved_Tail,Shark_Teeth
3187,Yellow_body,Backwards_hat,none,Pointy_Tail,Shark_Teeth
3188,Red_body,Horns,Earring,Dragon_Tail,Human_Teeth
3189,Rainbow_body,Beanie,Earring,Heart_Tail,none
3190,Green_body,Spinner_hat,none,Curved_Tail,Buck_Tooth
3191,Scaled_ body,none,Cigar,Heart_Tail,Human_Teeth
3192,Orange_body,Beanie,none,Curved_Tail,none
3193,Yellow_body,Afro,Cigar,Heart_Tail,Gold_grill
3194,Red_body,Horns,Wings,Flower_tail,none
3195,Green_body,Backwards_hat,Earring,Flower_tail,Human_Teeth
3196,Green_body,Horns,Earring,Fanned_Tail,none
3197,Red_body,Beanie,Balloon,Flower_tail,none
3198,Trippy_body,Afro,none,Jet_Tail,Buck_Tooth
3199,Black_body,Fin,none,Pointy_Tail,Buck_Tooth
3200,Gold_body,Fin,none,Pointy_Tail,Shark_Teeth
3201,Black_body,Spinner_hat,Wings,Dragon_Tail,Shark_Teeth
3202,Yellow_body,Spinner_hat,Earring,Fanned_Tail,none
3203,Alien_body,Afro,none,Propeller_Tail,Buck_Tooth
3204,Scaled_ body,Beanie,none,Propeller_Tail,none
3205,Red_body,Spinner_hat,none,Dragon_Tail,Shark_Teeth
3206,Blue_body,none,Balloon,Fanned_Tail,Human_Teeth
3207,Yellow_body,Beanie,Cigar,Fanned_Tail,Buck_Tooth
3208,Orange_body,none,Goggles,Pointy_Tail,Human_Teeth
3209,Red_body,Horns,Earring,Curved_Tail,Buck_Tooth
3210,Red_body,none,Moustache,Flower_tail,Human_Teeth
3211,Trippy_body,Afro,Balloon,Heart_Tail,none
3212,Red_body,Beanie,Earring,Propeller_Tail,Braces
3213,Scaled_ body,Beanie,Earring,Pointy_Tail,Gold_grill
3214,Orange_body,Top_hat,Balloon,Propeller_Tail,Human_Teeth
3215,Blue_body,Afro,Moustache,Pointy_Tail,Buck_Tooth
3216,Rainbow_body,none,Goggles,Fanned_Tail,Buck_Tooth
3217,Yellow_body,Beanie,Cigar,Curved_Tail,Buck_Tooth
3218,Blue_body,Backwards_hat,Cigar,Curved_Tail,Braces
3219,Alien_body,Fin,Earring,Dragon_Tail,Braces
3220,Blue_body,Fin,none,Fanned_Tail,Shark_Teeth
3221,Orange_body,Horns,Moustache,Pointy_Tail,Shark_Teeth
3222,Rainbow_body,none,Goggles,Heart_Tail,Buck_Tooth
3223,Scaled_ body,Backwards_hat,Balloon,Heart_Tail,Shark_Teeth
3224,Blue_body,Spinner_hat,Goggles,Pointy_Tail,Gold_grill
3225,Rainbow_body,Backwards_hat,none,Curved_Tail,Buck_Tooth
3226,Blue_body,Afro,Earring,Heart_Tail,none
3227,Rainbow_body,Fin,Moustache,Pointy_Tail,Braces
3228,Green_body,Backwards_hat,none,Pointy_Tail,Gold_grill
3229,Orange_body,Backwards_hat,Moustache,Fanned_Tail,Human_Teeth
3230,Green_body,Beanie,Cigar,Flower_tail,Buck_Tooth
3231,Yellow_body,Beanie,Cigar,Propeller_Tail,Shark_Teeth
